"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-03-13","Luxembourg","卢森堡",38,1
"2020-03-13","Malaysia","马来西亚",197,0
"2020-03-13","Maldives","马尔代夫",9,0
"2020-03-13","Malta","马耳他",12,0
"2020-03-13","Martinique","Martinique",6,0
"2020-03-13","Mexico","墨西哥",26,0
"2020-03-13","Monaco","摩纳哥",2,0
"2020-03-13","Mongolia","蒙古",1,0
"2020-03-13","Morocco","摩洛哥",7,1
"2020-03-13","Nepal","尼泊尔",1,0
"2020-03-13","Netherlands","荷兰",804,10
"2020-03-13","New Zealand","新西兰",6,0
"2020-03-13","Nigeria","尼日利亚",2,0
"2020-03-13","North Macedonia","北马其顿",13,0
"2020-03-13","Norway","挪威",750,1
"2020-03-13","occupied Palestinian territory","occupied Palestinian territory",38,0
"2020-03-13","Oman","阿曼",19,0
"2020-03-13","Pakistan","巴基斯坦",21,0
"2020-03-13","Panama","巴拿马",27,1
"2020-03-13","Paraguay","巴拉圭",6,0
"2020-03-13","Peru","秘鲁",28,0
"2020-03-13","Philippines","菲律宾",64,2
"2020-03-13","Poland","波兰",62,1
"2020-03-13","Portugal","葡萄牙",112,0
"2020-03-13","Puerto Rico","Puerto Rico",3,0
"2020-03-13","Qatar","卡塔尔",262,0
"2020-03-13","Republic of Korea","大韩民国",8086,72
"2020-03-13","Republic of Moldova","摩尔多瓦共和国",8,0
"2020-03-13","Réunion","Réunion",5,0
"2020-03-13","Romania","罗马尼亚",63,0
"2020-03-13","Russian Federation","俄罗斯联邦",34,0
"2020-03-13","Saint Barthelemy","Saint Barthélemy",1,0
"2020-03-13","Saint Martin","Saint Martin",2,0
"2020-03-13","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",1,0
"2020-03-13","San Marino","圣马力诺",66,2
"2020-03-13","Saudi Arabia","沙特阿拉伯",62,0
"2020-03-13","Senegal","塞内加尔",10,0
"2020-03-13","Serbia","塞尔维亚",31,0
"2020-03-13","Singapore","新加坡",200,0
"2020-03-13","Slovakia","斯洛伐克",30,0
"2020-03-13","Slovenia","斯洛文尼亚",141,0
"2020-03-13","South Africa","南非",17,0
"2020-03-13","Spain","西班牙",4231,120
"2020-03-13","Sri Lanka","斯里兰卡",6,0
"2020-03-13","Sweden","瑞典",775,0
"2020-03-13","Switzerland","瑞士",1125,6
"2020-03-13","Thailand","泰国",75,1
"2020-03-13","Togo","多哥",1,0
"2020-03-13","Trinidad and Tobago","特立尼达和多巴哥",1,0
"2020-03-13","Tunisia","突尼斯",16,0
"2020-03-13","Turkey","土耳其",5,0
"2020-03-13","Ukraine","乌克兰",3,1
"2020-03-13","United Arab Emirates","阿拉伯联合酋长国",85,0
"2020-03-13","United Kingdom","大不列颠及北爱尔兰联合王国",802,10
"2020-03-13","United States of America","美利坚合众国",1678,41
"2020-03-13","Venezuela (Bolivarian Republic of)","委内瑞拉(玻利瓦尔共和国)",2,0
"2020-03-13","Viet Nam","越南",48,0
"2020-03-13","Ethiopia","埃塞俄比亚",1,0
"2020-03-13","Gabon","加蓬",1,0
"2020-03-13","Guinea","几内亚",1,0
"2020-03-13","Kenya","肯尼亚",1,0
"2020-03-13","Sudan","Sudan",1,0
"2020-03-13","Ghana","加纳",1,0
